Date,Transaction Type,No.,Name,Debit,Credit,transaction_id
2019-04-29,Journal Entry,101,None,13000.00,13000.00,884
2019-04-30,Journal Entry,119,None,37.67,37.67,885
2019-05-06,Cheque Expense,0,Transfer Money,60000.00,60000.00,886
2019-05-06,Journal Entry,116,None,60000.00,60000.00,887
2019-05-09,Cheque Expense,0,Transfer Money,15000.00,15000.00,888
2019-05-09,Journal Entry,117,None,15000.00,15000.00,889
2019-05-13,Cheque Expense,0,ASIC,263.00,263.00,890
2019-05-13,Journal Entry,118,None,280.00,280.00,891
2019-05-14,Cheque Expense,0,Transfer Money,1000.00,1000.00,892
2019-05-17,Cheque Expense,0,Transfer Money,250.00,250.00,893
2019-05-27,Cheque Expense,0,Transfer Money,2000.00,2000.00,894
2019-05-31,Cheque Expense,0,ANZ Bank,2.40,2.40,895
2019-05-31,Deposit,0,None,18.37,18.37,896
2019-05-31,Journal Entry,102,None,0.17,0.17,897
2019-06-17,Cheque Expense,0,Transfer Money,1590.00,1590.00,898
2019-06-17,Journal Entry,112,None,482.51,482.51,899
2019-06-17,Journal Entry,113,None,1775.43,1775.43,900
2019-06-20,Cheque Expense,0,Transfer Money,460.00,460.00,901
2019-06-20,Journal Entry,114,None,657.37,657.37,902
2019-06-30,Deposit,0,ING Direct,0.09,0.09,903
2019-07-01,Journal Entry,115,None,700.00,700.00,904
2019-07-01,Journal Entry,24,None,1008.17,1008.17,905
2019-07-08,Journal Entry,115,None,650.00,650.00,906
2019-07-31,Deposit,0,None,0.07,0.07,907
2019-08-07,Journal Entry,25,None,915.13,915.13,908
2019-08-13,Journal Entry,115,None,96389.16,96389.16,909
2019-08-13,Journal Entry,116,None,49097.72,49097.72,910
2019-08-31,Deposit,0,None,0.07,0.07,911
2019-09-16,Journal Entry,26,None,901.14,901.14,912
2019-09-17,Journal Entry,27,None,454.24,454.24,913
2019-09-20,Journal Entry,28,None,599.37,599.37,914
2019-09-30,Deposit,0,None,0.07,0.07,915
2019-09-30,Journal Entry,29,None,924.00,924.00,916
2019-10-08,Journal Entry,30,None,843.00,843.00,917
2019-10-31,Deposit,0,None,0.06,0.06,918
2019-11-01,Deposit,0,None,2600.00,2600.00,919
2019-11-04,Deposit,0,None,30000.00,30000.00,920
2019-11-05,Expense,0,None,30000.00,30000.00,921
2019-11-11,Expense,0,None,1600.00,1600.00,922
2019-11-14,Expense,0,None,1000.00,1000.00,923
2019-11-14,Journal Entry,31,None,30000.00,30000.00,924
2019-11-29,Deposit,0,None,0.08,0.08,925
2019-11-29,Journal Entry,35,None,14.99,14.99,926
2019-11-30,Deposit,0,None,0.05,0.05,927
2019-12-16,Expense,0,None,600.00,600.00,928
2019-12-16,Journal Entry,32,None,854.94,854.94,929
2019-12-17,Journal Entry,33,None,426.90,426.90,930
2019-12-17,Transfer,0,None,300.00,300.00,931
2019-12-20,Journal Entry,34,None,560.45,560.45,932
2019-12-20,Transfer,0,None,430.00,430.00,933
2019-12-29,Journal Entry,38,None,14.99,14.99,934
2019-12-30,Journal Entry,36,None,872.83,872.83,935
2019-12-30,Transfer,0,None,610.00,610.00,936
2019-12-31,Deposit,0,None,0.05,0.05,937
2019-12-31,Expense,0,None,1.20,1.20,938
2020-01-07,Journal Entry,37,None,793.73,793.73,939
2020-01-07,Transfer,0,None,560.00,560.00,940
2020-01-09,Transfer,0,None,50.00,50.00,941
2020-01-31,Deposit,0,None,0.05,0.05,942
2020-02-13,Expense,0,Intuit,14.99,14.99,943
2020-02-29,Deposit,0,None,0.05,0.05,944
2020-03-16,Deposit,0,None,1229.54,1229.54,945
2020-03-16,Expense,0,Intuit,14.99,14.99,946
2020-03-17,Deposit,0,None,415.39,415.39,947
2020-03-18,Transfer,0,None,1100.00,1100.00,948
2020-03-20,Deposit,0,None,559.89,559.89,949
2020-03-20,Transfer,0,None,200380.00,200380.00,950
2020-03-23,Expense,0,Josephine McLaren,250028.00,250028.00,951
2020-03-23,Transfer,0,None,50000.00,50000.00,952
2020-03-30,Deposit,0,None,870.94,870.94,953
2020-03-31,Deposit,0,ANZ Bank,1.64,1.64,954
2020-03-31,Deposit,0,None,0.04,0.04,955
2020-03-31,Expense,0,ANZ Bank,3.60,3.60,956
2020-03-31,Transfer,0,None,900.00,900.00,957
2020-04-01,Expense,0,ASIC,267.00,267.00,958
2020-04-07,Deposit,0,None,804.10,804.10,959
2020-04-09,Transfer,0,None,600.00,600.00,960
2020-04-14,Expense,0,Intuit,14.99,14.99,961
2020-04-28,Journal Entry,42,None,10000.00,10000.00,962
2020-04-30,Deposit,0,None,0.02,0.02,963
2020-05-14,Expense,0,Intuit,14.99,14.99,964
2020-05-31,Deposit,0,None,0.02,0.02,965
2020-06-15,Deposit,0,Commbank,271.71,271.71,966
2020-06-15,Deposit,0,None,803.16,803.16,967
2020-06-15,Expense,0,Intuit,14.99,14.99,968
2020-06-17,Deposit,0,NAB,391.73,391.73,969
2020-06-17,Transfer,0,None,950.00,950.00,970
2020-06-22,Deposit,0,ANZ Bank,537.71,537.71,971
2020-06-22,Transfer,0,None,400.00,400.00,972
2020-06-30,Deposit,0,None,0.02,0.02,973
2020-06-30,Expense,0,None,2.40,2.40,974
2020-06-30,Journal Entry,39,None,94819.80,94819.80,975
2020-06-30,Journal Entry,40,None,797.49,797.49,976
2020-07-01,Transfer,0,None,50000.00,50000.00,977
2020-07-02,Transfer,0,None,44890.00,44890.00,978
2020-07-07,Journal Entry,41,None,710.13,710.13,979
2020-07-07,Transfer,0,None,950.00,950.00,980
2020-07-14,Expense,0,Intuit,14.99,14.99,981
2020-07-31,Deposit,0,ANZ Bank,0.20,0.20,982
2020-07-31,Deposit,0,None,0.02,0.02,983
2020-08-13,Expense,0,Intuit,14.99,14.99,984
2020-08-21,Transfer,0,None,240000.00,240000.00,985
2020-08-24,Transfer,0,None,50000.00,50000.00,986
2020-08-25,Transfer,0,None,140000.00,140000.00,987
2020-08-26,Transfer,0,None,50000.00,50000.00,988
2020-08-31,Deposit,0,ANZ Bank,2.04,2.04,989
2020-08-31,Deposit,0,None,0.02,0.02,990
2020-09-08,Journal Entry,44,None,89972.81,89972.81,991
2020-09-09,Transfer,0,None,90000.00,90000.00,992
2020-09-14,Expense,0,Intuit,14.99,14.99,993
2020-09-15,Journal Entry,43,None,734.73,734.73,994
2020-09-15,Journal Entry,45,None,234.43,234.43,995
2020-09-16,Transfer,0,None,700.00,700.00,996
2020-09-17,Journal Entry,46,None,351.37,351.37,997
2020-09-21,Journal Entry,47,None,479.14,479.14,998
2020-09-21,Transfer,0,None,600.00,600.00,999
2020-09-30,Deposit,0,ANZ Bank,1.23,1.23,1000
2020-09-30,Deposit,0,None,0.02,0.02,1001
2020-09-30,Expense,0,ANZ Bank,0.60,0.60,1002
2020-09-30,Journal Entry,48,None,756.17,756.17,1003
2020-09-30,Transfer,0,None,500.00,500.00,1004
2020-10-07,Journal Entry,49,None,700.39,700.39,1005
2020-10-07,Transfer,0,None,500.00,500.00,1006
2020-10-14,Expense,0,Intuit,14.99,14.99,1007
2020-10-15,Journal Entry,50,None,337.94,337.94,1008
2020-10-15,Transfer,0,None,150.00,150.00,1009
2020-10-31,Deposit,0,None,0.02,0.02,1010
2020-11-13,Expense,0,None,14.99,14.99,1011
2020-11-30,Deposit,0,None,0.01,0.01,1012
2020-12-14,Expense,0,Intuit,14.99,14.99,1013
2020-12-15,Deposit,0,None,957.11,957.11,1014
2020-12-17,Deposit,0,None,346.70,346.70,1015
2020-12-18,Expense,0,None,900.00,900.00,1016
2020-12-21,Deposit,0,None,477.71,477.71,1017
2020-12-21,Transfer,0,None,100.00,100.00,1018
2020-12-30,Deposit,0,None,746.91,746.91,1019
2020-12-31,Deposit,0,None,0.01,0.01,1020
2020-12-31,Expense,0,ANZ Bank,0.60,0.60,1021
2021-01-05,Transfer,0,None,760.00,760.00,1022
2021-01-07,Deposit,0,None,697.64,697.64,1023
2021-01-13,Expense,0,Intuit,14.99,14.99,1024
2021-01-18,Deposit,0,None,681.85,681.85,1025
2021-01-31,Deposit,0,None,0.01,0.01,1026
2021-02-15,Expense,0,Intuit,14.99,14.99,1027
2021-02-28,Deposit,0,None,0.01,0.01,1028
2021-03-15,Deposit,0,None,930.94,930.94,1029
2021-03-16,Expense,0,Intuit,14.99,14.99,1030
2021-03-17,Deposit,0,None,336.56,336.56,1031
2021-03-22,Deposit,0,None,470.11,470.11,1032
2021-03-30,Deposit,0,None,726.43,726.43,1033
2021-03-31,Deposit,0,None,0.01,0.01,1034
2021-04-07,Deposit,0,None,673.99,673.99,1035
2021-04-12,Expense,0,ASIC,273.00,273.00,1036
2021-04-12,Transfer,0,None,400.00,400.00,1037
2021-04-13,Expense,0,Intuit,14.99,14.99,1038
2021-04-30,Deposit,0,None,0.01,0.01,1039
2021-05-14,Expense,0,Intuit,20.00,20.00,1040
2021-05-18,Expense,0,Australian Taxation Office,1410.40,1410.40,1041
2021-05-31,Deposit,0,None,0.01,0.01,1042
2021-06-08,Journal Entry,53,None,89972.81,89972.81,1043
2021-06-11,Transfer,0,None,93700.00,93700.00,1044
2021-06-14,Expense,0,Intuit,20.00,20.00,1045
2021-06-15,Deposit,0,Commbank,955.63,955.63,1046
2021-06-17,Deposit,0,None,345.79,345.79,1047
2021-06-18,Transfer,0,None,4095.17,4095.17,1048
2021-06-21,Deposit,0,None,471.77,471.77,1049
2021-06-25,Expense,0,ANZ Bank,50000.00,50000.00,1050
2021-06-25,Transfer,0,None,50000.00,50000.00,1051
2021-06-28,Expense,0,Cambel Cass (Melbourne),275.00,275.00,1052
2021-06-28,Transfer,0,None,76000.00,76000.00,1053
2021-06-30,Deposit,0,None,0.01,0.01,1054
2021-06-30,Journal Entry,54,None,746.31,746.31,1055
2021-06-30,Journal Entry,55,None,0.13,0.13,1056
2021-06-30,Journal Entry,56,None,1.99,1.99,1057
2021-06-30,Journal Entry,68,None,14285.00,14285.00,1058
2021-07-05,Journal Entry,57,None,88000.00,88000.00,1059
2021-07-07,Deposit,0,None,684.83,684.83,1060
2021-07-08,Transfer,0,None,11000.00,11000.00,1061
2021-07-14,Expense,0,Intuit,20.00,20.00,1062
2021-07-16,Transfer,0,None,2600.00,2600.00,1063
2021-07-30,Deposit,0,None,0.06,0.06,1064
2021-07-30,Transfer,0,None,20.00,20.00,1065
2021-07-31,Deposit,0,None,0.01,0.01,1066
2021-08-13,Expense,0,Intuit,20.00,20.00,1067
2021-08-31,Deposit,0,None,0.01,0.01,1068
2021-09-08,Transfer,0,None,100.00,100.00,1069
2021-09-13,Expense,0,Intuit,20.00,20.00,1070
2021-09-15,Deposit,0,None,1576.36,1576.36,1071
2021-09-15,Journal Entry,58,None,62945.50,62945.50,1072
2021-09-17,Deposit,0,None,344.37,344.37,1073
2021-09-20,Deposit,0,None,1011.23,1011.23,1074
2021-09-23,Transfer,0,None,352.00,352.00,1075
2021-09-29,Transfer,0,None,1700.00,1700.00,1076
2021-09-30,Deposit,0,None,0.01,0.01,1077
2021-10-01,Transfer,0,None,20000.00,20000.00,1078
2021-10-03,Transfer,0,None,20000.00,20000.00,1079
2021-10-06,Transfer,0,None,10000.00,10000.00,1080
2021-10-07,Deposit,0,None,689.70,689.70,1081
2021-10-14,Expense,0,Intuit,20.00,20.00,1082
2021-10-15,Deposit,0,Commbank,235.56,235.56,1083
2021-10-15,Journal Entry,59,None,55000.00,55000.00,1084
2021-10-15,Journal Entry,60,None,3723.47,3723.47,1085
2021-10-18,Transfer,0,None,55500.00,55500.00,1086
2021-10-29,Deposit,0,ANZ Bank,0.21,0.21,1087
2021-10-31,Deposit,0,None,0.01,0.01,1088
2021-11-15,Expense,0,Intuit,20.00,20.00,1089
2021-11-22,Transfer,0,None,2700.00,2700.00,1090
2021-11-25,Transfer,0,None,100000.00,100000.00,1091
2021-11-29,Journal Entry,61,None,8879.95,8879.95,1092
2021-11-29,Transfer,0,None,2800.00,2800.00,1093
2021-11-30,Deposit,0,ANZ Bank,0.41,0.41,1094
2021-11-30,Deposit,0,None,0.01,0.01,1095
2021-11-30,Transfer,0,None,6000.00,6000.00,1096
2021-12-03,Transfer,0,None,6000.00,6000.00,1097
2021-12-06,Journal Entry,62,None,5729.95,5729.95,1098
2021-12-14,Expense,0,Intuit,20.00,20.00,1099
2021-12-15,Deposit,0,None,225.21,225.21,1100
2021-12-17,Deposit,0,None,340.20,340.20,1101
2021-12-20,Deposit,0,None,1131.00,1131.00,1102
2021-12-21,Deposit,0,None,464.14,464.14,1103
2021-12-22,Transfer,0,None,101300.00,101300.00,1104
2021-12-31,Deposit,0,ANZ Bank,0.13,0.13,1105
2021-12-31,Deposit,0,None,0.01,0.01,1106
2022-01-07,Deposit,0,None,689.16,689.16,1107
2022-01-13,Expense,0,Intuit,20.00,20.00,1108
2022-01-31,Deposit,0,ANZ Bank,0.43,0.43,1109
2022-01-31,Deposit,0,None,0.01,0.01,1110
2022-02-05,Transfer,0,None,11776.00,11776.00,1111
2022-02-14,Expense,0,Intuit,20.00,20.00,1112
2022-02-28,Deposit,0,ANZ Bank,0.35,0.35,1113
2022-02-28,Deposit,0,None,0.01,0.01,1114
2022-03-01,Journal Entry,63,None,21278.52,21278.52,1115
2022-03-15,Deposit,0,None,226.50,226.50,1116
2022-03-16,Expense,0,Intuit,20.00,20.00,1117
2022-03-17,Deposit,0,None,341.26,341.26,1118
2022-03-21,Deposit,0,None,1587.44,1587.44,1119
2022-03-31,Deposit,0,ANZ Bank,0.53,0.53,1120
2022-03-31,Deposit,0,None,0.01,0.01,1121
2022-04-07,Deposit,0,None,680.43,680.43,1122
2022-04-11,Transfer,0,None,1000.00,1000.00,1123
2022-04-13,Expense,0,Intuit,20.00,20.00,1124
2022-04-13,Transfer,0,None,5000.00,5000.00,1125
2022-04-29,Deposit,0,ANZ Bank,0.48,0.48,1126
2022-04-30,Deposit,0,None,0.01,0.01,1127
2022-05-02,Journal Entry,64,None,14795.73,14795.73,1128
2022-05-02,Journal Entry,65,None,8125.95,8125.95,1129
2022-05-02,Transfer,0,None,44500.00,44500.00,1130
2022-05-03,Journal Entry,66,None,5578.40,5578.40,1131
2022-05-04,Journal Entry,67,None,27710.64,27710.64,1132
2022-05-11,Expense,0,ASIC,276.00,276.00,1133
2022-05-16,Expense,0,Intuit,20.00,20.00,1134
2022-05-18,Deposit,0,None,1600.00,1600.00,1135
2022-05-18,Journal Entry,69,None,7289.95,7289.95,1136
2022-05-19,Transfer,0,None,4000.00,4000.00,1137
2022-05-31,Deposit,0,ANZ Bank,0.10,0.10,1138
2022-05-31,Journal Entry,73,None,0.02,0.02,1139
2022-06-01,Deposit,0,Australian Taxation Office,352.00,352.00,1140
2022-06-13,Expense,0,Intuit,20.00,20.00,1141
2022-06-15,Deposit,0,None,238.54,238.54,1142
2022-06-15,Transfer,0,None,14600.00,14600.00,1143
2022-06-17,Deposit,0,None,356.47,356.47,1144
2022-06-17,Expense,0,None,14790.71,14790.71,1145
2022-06-20,Deposit,0,None,1500.74,1500.74,1146
2022-06-21,Deposit,0,None,466.03,466.03,1147
2022-06-22,Expense,0,Cambel Cass (Melbourne),291.50,291.50,1148
2022-06-28,Transfer,0,None,81.28,81.28,1149
2022-06-29,Expense,0,None,9046.76,9046.76,1150
2022-06-30,Deposit,0,ANZ Bank,0.01,0.01,1151
2022-06-30,Journal Entry,70,None,1047.46,1047.46,1152
2022-06-30,Journal Entry,71,None,13.96,13.96,1153
2022-06-30,Journal Entry,72,None,145.36,145.36,1154
2022-06-30,Journal Entry,80,None,6000.00,6000.00,1155
2022-07-01,Journal Entry,159,None,15.36,15.36,1156
2022-07-07,Deposit,0,None,73232.46,73232.46,1157
2022-07-12,Transfer,0,None,807.90,807.90,1158
2022-07-14,Expense,0,Intuit,20.00,20.00,1159
2022-07-18,Transfer,0,None,7.96,7.96,1160
2022-07-19,Expense,0,None,39746.83,39746.83,1161
2022-07-22,Expense,0,None,30032.81,30032.81,1162
2022-07-25,Transfer,0,None,130.00,130.00,1163
2022-07-29,Deposit,0,ANZ Bank,0.26,0.26,1164
2022-08-11,Transfer,0,None,100.00,100.00,1165
2022-08-15,Expense,0,Intuit,20.00,20.00,1166
2022-08-16,Deposit,0,None,20.35,20.35,1167
2022-09-15,Deposit,0,None,870.60,870.60,1168
2022-09-16,Deposit,0,None,22.73,22.73,1169
2022-09-16,Expense,0,Intuit,20.00,20.00,1170
2022-09-19,Deposit,0,None,919.88,919.88,1171
2022-09-20,Deposit,0,None,2160.01,2160.01,1172
2022-09-21,Deposit,0,None,707.49,707.49,1173
2022-09-26,Transfer,0,None,1000.00,1000.00,1174
2022-09-29,Transfer,0,None,250.00,250.00,1175
2022-10-03,Transfer,0,None,2200.00,2200.00,1176
2022-10-14,Expense,0,Intuit,20.00,20.00,1177
2022-10-18,Deposit,0,None,19.93,19.93,1178
2022-11-14,Expense,0,Intuit,20.00,20.00,1179
2022-11-16,Deposit,0,Betashares,22.40,22.40,1180
2022-12-02,Transfer,0,None,500.00,500.00,1181
2022-12-14,Expense,0,Intuit,20.00,20.00,1182
2022-12-15,Deposit,0,None,1057.14,1057.14,1183
2022-12-16,Deposit,0,Betashares,22.44,22.44,1184
2022-12-19,Deposit,0,None,1177.39,1177.39,1185
2022-12-20,Deposit,0,None,2534.74,2534.74,1186
2022-12-20,Transfer,0,None,3500.00,3500.00,1187
2022-12-21,Deposit,0,None,868.37,868.37,1188
2022-12-21,Journal Entry,76,None,10000.00,10000.00,1189
2022-12-23,Journal Entry,77,None,10008.40,10008.40,1190
2022-12-28,Journal Entry,74,None,21393.48,21393.48,1191
2022-12-30,Deposit,0,ANZ Bank,0.01,0.01,1192
2023-01-05,Transfer,0,None,9000.00,9000.00,1193
2023-01-12,Deposit,0,None,352.71,352.71,1194
2023-01-16,Expense,0,Intuit,20.00,20.00,1195
2023-01-18,Journal Entry,75,None,21.92,21.92,1196
2023-01-19,Journal Entry,78,None,26.30,26.30,1197
2023-01-20,Journal Entry,100,None,15808.00,15808.00,1198
2023-01-20,Journal Entry,102,None,7242.16,7242.16,1199
2023-01-23,Transfer,0,None,13000.00,13000.00,1200
2023-01-31,Deposit,0,ANZ Bank,0.10,0.10,1201
2023-02-15,Expense,0,Intuit,20.00,20.00,1202
2023-02-17,Journal Entry,79,None,52.80,52.80,1203
2023-02-20,Expense,0,Intuit,20.00,20.00,1204
2023-03-15,Journal Entry,83,None,437.70,437.70,1205
2023-03-15,Journal Entry,87,None,684.26,684.26,1206
2023-03-16,Journal Entry,95,None,44.97,44.97,1207
2023-03-17,Journal Entry,85,None,243.09,243.09,1208
2023-03-17,Journal Entry,86,None,612.51,612.51,1209
2023-03-20,Expense,0,Intuit,20.00,20.00,1210
2023-03-20,Journal Entry,81,None,1286.81,1286.81,1211
2023-03-20,Journal Entry,82,None,1346.90,1346.90,1212
2023-03-21,Journal Entry,88,None,903.94,903.94,1213
2023-03-27,Expense,0,ASIC,290.00,290.00,1214
2023-03-28,Transfer,0,None,3000.00,3000.00,1215
2023-04-17,Expense,0,Intuit,20.00,20.00,1216
2023-04-20,Journal Entry,96,None,51.95,51.95,1217
2023-05-15,Expense,0,Intuit,20.00,20.00,1218
2023-05-16,Journal Entry,97,None,47.15,47.15,1219
2023-05-29,Transfer,0,None,10900.00,10900.00,1220
2023-05-31,Deposit,0,ANZ Bank,0.51,0.51,1221
2023-06-01,Transfer,0,None,164.00,164.00,1222
2023-06-13,Expense,0,Intuit,20.00,20.00,1223
2023-06-15,Journal Entry,84,None,755.23,755.23,1224
2023-06-15,Journal Entry,99,None,484.59,484.59,1225
2023-06-19,Journal Entry,92,None,277.10,277.10,1226
2023-06-19,Journal Entry,93,None,704.17,704.17,1227
2023-06-19,Journal Entry,98,None,54.02,54.02,1228
2023-06-20,Journal Entry,89,None,1395.53,1395.53,1229
2023-06-20,Journal Entry,90,None,1483.56,1483.56,1230
2023-06-21,Journal Entry,94,None,996.43,996.43,1231
2023-06-21,Transfer,0,None,3000.00,3000.00,1232
2023-06-30,Deposit,0,ANZ Bank,5.37,5.37,1233
2023-06-30,Journal Entry,104,None,129.77,129.77,1234
2023-06-30,Journal Entry,107,None,9176.00,9176.00,1235
2023-07-13,Journal Entry,110,None,363.17,363.17,1236
2023-07-14,Expense,0,Intuit,20.00,20.00,1237
2023-07-19,Journal Entry,111,None,48.14,48.14,1238
2023-07-26,Journal Entry,112,None,110.00,110.00,1239
2023-08-09,Journal Entry,101,None,7398.01,7398.01,1240
2023-08-09,Journal Entry,103,None,8333.33,8333.33,1241
2023-08-12,Transfer,0,None,1485.50,1485.50,1242
2023-08-14,Expense,0,Intuit,20.00,20.00,1243
2023-08-17,Journal Entry,113,None,49.60,49.60,1244
2023-08-22,Journal Entry,105,None,396.00,396.00,1245
2023-08-22,Transfer,0,None,400.00,400.00,1246
2023-09-13,Expense,0,Intuit,20.00,20.00,1247
2023-09-16,Journal Entry,114,None,820.74,820.74,1248
2023-09-16,Journal Entry,115,None,528.26,528.26,1249
2023-09-19,Journal Entry,116,None,1106.31,1106.31,1250
2023-09-21,Journal Entry,117,None,3123.42,3123.42,1251
2023-09-22,Journal Entry,118,None,1086.43,1086.43,1252
2023-09-27,Journal Entry,106,None,6504.00,6504.00,1253
2023-09-27,Journal Entry,125,None,6.60,6.60,1254
2023-10-16,Expense,0,Intuit,20.00,20.00,1255
2023-10-18,Journal Entry,119,None,82.68,82.68,1256
2023-11-08,Transfer,0,None,2032.00,2032.00,1257
2023-11-13,Expense,0,Intuit,25.00,25.00,1258
2023-11-16,Journal Entry,120,None,94.84,94.84,1259
2023-12-14,Expense,0,Intuit,25.00,25.00,1260
2023-12-16,Journal Entry,121,None,1314.03,1314.03,1261
2023-12-19,Journal Entry,122,None,1099.15,1099.15,1262
2023-12-21,Journal Entry,123,None,3019.24,3019.24,1263
2023-12-22,Journal Entry,124,None,1053.94,1053.94,1264
2024-01-04,Transfer,0,None,6600.00,6600.00,1265
2024-01-08,Transfer,0,None,6700.00,6700.00,1266
2024-01-15,Expense,0,Intuit,25.00,25.00,1267
2024-01-17,Transfer,0,None,100.00,100.00,1268
2024-01-18,Journal Entry,126,None,91.82,91.82,1269
2024-01-31,Deposit,0,ANZ Bank,0.01,0.01,1270
2024-01-31,Expense,0,None,0.02,0.02,1271
2024-02-13,Expense,0,Intuit,25.00,25.00,1272
2024-02-17,Journal Entry,127,None,103.09,103.09,1273
2024-03-15,Expense,0,Intuit,25.00,25.00,1274
2024-03-16,Journal Entry,128,None,1355.64,1355.64,1275
2024-03-19,Journal Entry,129,None,1132.48,1132.48,1276
2024-03-21,Journal Entry,130,None,3107.66,3107.66,1277
2024-03-22,Journal Entry,131,None,1087.37,1087.37,1278
2024-03-24,Journal Entry,108,None,66000.00,66000.00,1279
2024-03-24,Journal Entry,109,None,4141.76,4141.76,1280
2024-04-03,Journal Entry,132,None,70.60,70.60,1281
2024-04-05,Deposit,0,None,71300.00,71300.00,1282
2024-04-05,Expense,0,ASIC,310.00,310.00,1283
2024-04-05,Expense,0,None,50000.00,50000.00,1284
2024-04-05,Transfer,0,None,141100.00,141100.00,1285
2024-04-08,Expense,0,None,20000.00,20000.00,1286
2024-04-15,Expense,0,Intuit,25.00,25.00,1287
2024-04-18,Journal Entry,133,None,88.95,88.95,1288
2024-05-03,Journal Entry,134,None,23.58,23.58,1289
2024-05-08,Transfer,0,None,900.00,900.00,1290
2024-05-14,Expense,0,Intuit,25.00,25.00,1291
2024-05-16,Journal Entry,135,None,101.68,101.68,1292
2024-05-28,Journal Entry,158,None,9176.00,9176.00,1293
2024-05-28,Transfer,0,None,9176.00,9176.00,1294
2024-05-29,Expense,0,None,1070.52,1070.52,1295
2024-05-29,Transfer,0,None,1070.00,1070.00,1296
2024-05-31,Deposit,0,ANZ Bank,0.86,0.86,1297
2024-06-13,Expense,0,Intuit,25.00,25.00,1298
2024-06-18,Journal Entry,136,None,833.09,833.09,1299
2024-06-18,Journal Entry,137,None,536.49,536.49,1300
2024-06-18,Journal Entry,138,None,291.59,291.59,1301
2024-06-18,Journal Entry,139,None,748.34,748.34,1302
2024-06-20,Journal Entry,140,None,1630.56,1630.56,1303
2024-06-20,Journal Entry,142,None,96.56,96.56,1304
2024-06-22,Journal Entry,141,None,1096.37,1096.37,1305
2024-06-26,Transfer,0,None,6400.00,6400.00,1306
2024-06-27,Deposit,0,None,130.00,130.00,1307
2024-06-28,Deposit,0,ANZ Bank,8.19,8.19,1308
2024-06-28,Transfer,0,None,25000.00,25000.00,1309
2024-06-30,Journal Entry,162,None,28000.00,28000.00,1310
2024-07-01,Transfer,0,None,39500.00,39500.00,1311
2024-07-10,Transfer,0,None,4100.00,4100.00,1312
2024-07-11,Expense,0,None,283.00,283.00,1313
2024-07-11,Transfer,0,None,3800.00,3800.00,1314
2024-07-15,Expense,0,Intuit,25.00,25.00,1315
2024-07-17,Journal Entry,143,None,87.80,87.80,1316
2024-07-24,Journal Entry,144,None,120.00,120.00,1317
2024-07-29,Journal Entry,145,None,32724.00,32724.00,1318
2024-07-31,Deposit,0,ANZ Bank,4.05,4.05,1319
2024-07-31,Journal Entry,146,None,21720.00,21720.00,1320
2024-07-31,Journal Entry,147,None,25216.17,25216.17,1321
2024-08-13,Expense,0,Intuit,25.00,25.00,1322
2024-08-17,Journal Entry,148,None,180.08,180.08,1323
2024-08-26,Deposit,0,None,92600.00,92600.00,1324
2024-08-30,Deposit,0,ANZ Bank,12.66,12.66,1325
2024-09-05,Journal Entry,181,None,40.96,40.96,1326
2024-09-10,Transfer,0,None,5000.00,5000.00,1327
2024-09-13,Expense,0,Intuit,25.00,25.00,1328
2024-09-17,Journal Entry,150,None,836.04,836.04,1329
2024-09-17,Journal Entry,151,None,538.46,538.46,1330
2024-09-18,Journal Entry,149,None,168.78,168.78,1331
2024-09-18,Journal Entry,152,None,295.39,295.39,1332
2024-09-18,Journal Entry,153,None,758.29,758.29,1333
2024-09-20,Expense,0,Cambel Cass (Melbourne),291.50,291.50,1334
2024-09-20,Journal Entry,209,None,377.61,377.61,1335
2024-09-21,Journal Entry,154,None,701.30,701.30,1336
2024-09-24,Journal Entry,155,None,735.20,735.20,1337
2024-09-30,Deposit,0,ANZ Bank,94.65,94.65,1338
2024-10-03,Journal Entry,156,None,43.49,43.49,1339
2024-10-03,Transfer,0,None,10000.00,10000.00,1340
2024-10-07,Transfer,0,None,2600.00,2600.00,1341
2024-10-08,Transfer,0,None,6000.00,6000.00,1342
2024-10-10,Transfer,0,None,9000.00,9000.00,1343
2024-10-14,Expense,0,Intuit,25.00,25.00,1344
2024-10-17,Journal Entry,157,None,174.79,174.79,1345
2024-10-29,Deposit,0,None,13600.00,13600.00,1346
2024-10-29,Transfer,0,None,9000.00,9000.00,1347
2024-10-30,Transfer,0,None,9000.00,9000.00,1348
2024-10-31,Deposit,0,ANZ Bank,66.20,66.20,1349
2024-11-05,Journal Entry,183,None,51.47,51.47,1350
2024-11-06,Expense,0,None,283.00,283.00,1351
2024-11-06,Transfer,0,None,15500.00,15500.00,1352
2024-11-13,Expense,0,Intuit,29.00,29.00,1353
2024-11-19,Journal Entry,163,None,168.13,168.13,1354
2024-11-28,Transfer,0,None,2000.00,2000.00,1355
2024-11-29,Deposit,0,ANZ Bank,39.58,39.58,1356
2024-12-04,Journal Entry,184,None,50.36,50.36,1357
2024-12-13,Transfer,0,None,20000.00,20000.00,1358
2024-12-16,Deposit,0,None,20000.00,20000.00,1359
2024-12-16,Expense,0,Intuit,29.00,29.00,1360
2024-12-16,Transfer,0,None,19900.00,19900.00,1361
2024-12-17,Journal Entry,164,None,832.06,832.06,1362
2024-12-17,Journal Entry,165,None,535.97,535.97,1363
2024-12-17,Transfer,0,None,10000.00,10000.00,1364
2024-12-18,Journal Entry,166,None,293.81,293.81,1365
