Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
08/01/2015,Cheque Expense,23,ANZ Bank,,ANZ Cash Management,,2.50  ,798.87  
31/01/2015,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"124,000.00  ","-123,201.13  "
31/01/2015,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"225,000.00  ","-348,201.13  "
31/01/2015,Journal Entry,122,,Deposit,ANZ Cash Management,"348,321.47  ",,120.34  
06/02/2015,Journal Entry,123,,Deposit,ANZ Cash Management,1.24  ,,121.58  
08/02/2015,Cheque Expense,24,ANZ Bank,,ANZ Cash Management,,2.50  ,119.08  
03/03/2015,Journal Entry,124,,Deposit,ANZ Cash Management,"1,000.00  ",,"1,119.08  "
03/03/2015,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,617.00  ,502.08  
08/03/2015,Cheque Expense,25,ANZ Bank,,ANZ Cash Management,,2.50  ,499.58  
08/04/2015,Cheque Expense,26,ANZ Bank,,ANZ Cash Management,,2.50  ,497.08  
27/04/2015,Journal Entry,128,,Deposit,ANZ Cash Management,"1,000.00  ",,"1,497.08  "
27/04/2015,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,"1,177.00  ",320.08  
08/05/2015,Cheque Expense,27,ANZ Bank,,ANZ Cash Management,,2.50  ,317.58  
22/05/2015,Cheque Expense,,ASIC,,ANZ Cash Management,,243.00  ,74.58  
08/06/2015,Cheque Expense,28,ANZ Bank,,ANZ Cash Management,,2.50  ,72.08  
08/07/2015,Cheque Expense,29,ANZ Bank,,ANZ Cash Management,,2.50  ,69.58  
08/08/2015,Cheque Expense,30,ANZ Bank,,ANZ Cash Management,,2.50  ,67.08  
08/09/2015,Cheque Expense,31,ANZ Bank,,ANZ Cash Management,,2.50  ,64.58  
21/09/2015,Journal Entry,70,,Deposit,ANZ Cash Management,800.00  ,,864.58  
27/09/2015,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,21.40  ,843.18  
27/09/2015,Journal Entry,69,,Deposit,ANZ Cash Management,"1,000.00  ",,"1,843.18  "
28/09/2015,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,804.00  ,"1,039.18  "
08/10/2015,Cheque Expense,32,ANZ Bank,,ANZ Cash Management,,2.50  ,"1,036.68  "
27/10/2015,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,756.00  ,280.68  
08/11/2015,Cheque Expense,33,ANZ Bank,,ANZ Cash Management,,2.50  ,278.18  
08/12/2015,Cheque Expense,34,ANZ Bank,,ANZ Cash Management,,2.50  ,275.68  
29/12/2015,Journal Entry,81,,Deposit,ANZ Cash Management,"49,985.00  ",,"50,260.68  "
30/12/2015,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"49,000.00  ","1,260.68  "
31/12/2015,Journal Entry,82,,Deposit,ANZ Cash Management,"49,345.14  ",,"50,605.82  "
06/01/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ",605.82  
08/01/2016,Journal Entry,83,,Deposit,ANZ Cash Management,0.97  ,,606.79  
08/01/2016,Cheque Expense,35,ANZ Bank,,ANZ Cash Management,,2.50  ,604.29  
08/02/2016,Cheque Expense,36,ANZ Bank,,ANZ Cash Management,,2.50  ,601.79  
19/02/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,250.00  ,,851.79  
26/02/2016,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,756.00  ,95.79  
08/03/2016,Cheque Expense,37,ANZ Bank,,ANZ Cash Management,,2.50  ,93.29  
08/04/2016,Cheque Expense,38,ANZ Bank,,ANZ Cash Management,,2.50  ,90.79  
10/04/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,250.00  ,,340.79  
10/04/2016,Cheque Expense,,ASIC,,ANZ Cash Management,,246.00  ,94.79  
11/04/2016,Journal Entry,88,,Deposit,ANZ Cash Management,"1,000.00  ",,"1,094.79  "
15/04/2016,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,756.00  ,338.79  
08/05/2016,Cheque Expense,39,ANZ Bank,,ANZ Cash Management,,2.50  ,336.29  
27/05/2016,Journal Entry,89,,Deposit,ANZ Cash Management,147.41  ,,483.70  
08/06/2016,Cheque Expense,40,ANZ Bank,,ANZ Cash Management,,2.50  ,481.20  
06/07/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"17,000.00  ",,"17,481.20  "
08/07/2016,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"17,478.70  "
09/07/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"17,000.00  ",478.70  
02/08/2016,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,732.00  ,-253.30  
02/08/2016,Journal Entry,96,,Deposit,ANZ Cash Management,400.00  ,,146.70  
08/08/2016,Cheque Expense,42,ANZ Bank,,ANZ Cash Management,,2.50  ,144.20  
09/08/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"14,000.00  ",,"14,144.20  "
09/08/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"14,000.00  ",144.20  
15/08/2016,Journal Entry,98,,Deposit,ANZ Cash Management,"10,000.00  ",,"10,144.20  "
15/08/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ","7,144.20  "
17/08/2016,Journal Entry,99,,Deposit,ANZ Cash Management,"50,000.00  ",,"57,144.20  "
17/08/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"30,000.00  ","27,144.20  "
22/08/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"27,000.00  ",144.20  
08/09/2016,Cheque Expense,43,ANZ Bank,,ANZ Cash Management,,2.50  ,141.70  
08/09/2016,Journal Entry,100,,Deposit,ANZ Cash Management,0.42  ,,142.12  
15/09/2016,Journal Entry,101,,Deposit,ANZ Cash Management,"30,000.00  ",,"30,142.12  "
16/09/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"30,000.00  ",142.12  
07/10/2016,Journal Entry,102,,Deposit,ANZ Cash Management,0.08  ,,142.20  
08/10/2016,Cheque Expense,44,ANZ Bank,,ANZ Cash Management,,2.50  ,139.70  
29/10/2016,Journal Entry,66,,,ANZ Cash Management,"1,000.00  ",,"1,139.70  "
29/10/2016,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,743.00  ,396.70  
08/11/2016,Cheque Expense,45,ANZ Bank,,ANZ Cash Management,,2.50  ,394.20  
11/11/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"6,000.00  ",,"6,394.20  "
11/11/2016,Journal Entry,111,,Deposit,ANZ Cash Management,"1,098.00  ",,"7,492.20  "
11/11/2016,Journal Entry,108,,,ANZ Cash Management,,"3,000.00  ","4,492.20  "
11/11/2016,Journal Entry,110,,Deposit,ANZ Cash Management,"1,519.00  ",,"6,011.20  "
14/11/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ","3,011.20  "
18/11/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ",11.20  
05/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ","-49,988.80  "
05/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"50,000.00  ",,11.20  
06/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ","-49,988.80  "
06/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"50,000.00  ",,11.20  
08/12/2016,Journal Entry,112,,Deposit,ANZ Cash Management,0.32  ,,11.52  
08/12/2016,Cheque Expense,46,ANZ Bank,,ANZ Cash Management,,2.50  ,9.02  
22/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,000.00  ","-1,990.98  "
22/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"2,000.00  ",,9.02  
30/12/2016,Cheque Expense,,Transfer Money,,ANZ Cash Management,"2,000.00  ",,"2,009.02  "
03/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,000.00  ","1,009.02  "
03/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,000.00  ",9.02  
04/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"5,000.00  ",,"5,009.02  "
06/01/2017,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,2.50  ,"5,006.52  "
06/01/2017,Journal Entry,123,,Deposit,ANZ Cash Management,0.05  ,,"5,006.57  "
09/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"5,000.00  ",6.57  
25/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"7,000.00  ",,"7,006.57  "
27/01/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"7,000.00  ",6.57  
08/02/2017,Cheque Expense,48,ANZ Bank,,ANZ Cash Management,,2.50  ,4.07  
08/02/2017,Journal Entry,118,,Deposit,ANZ Cash Management,0.05  ,,4.12  
14/02/2017,Journal Entry,119,,Deposit,ANZ Cash Management,"3,000.00  ",,"3,004.12  "
15/02/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ",4.12  
21/02/2017,Journal Entry,120,,Deposit,ANZ Cash Management,"9,000.00  ",,"9,004.12  "
22/02/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"9,000.00  ",4.12  
23/02/2017,Journal Entry,121,,Deposit,ANZ Cash Management,"25,000.00  ",,"25,004.12  "
27/02/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"25,000.00  ",4.12  
08/03/2017,Journal Entry,122,,Deposit,ANZ Cash Management,0.24  ,,4.36  
08/03/2017,Cheque Expense,49,ANZ Bank,,ANZ Cash Management,,2.50  ,1.86  
13/03/2017,Journal Entry,124,,Deposit,ANZ Cash Management,"3,000.00  ",,"3,001.86  "
15/03/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ",1.86  
15/03/2017,Journal Entry,125,,Deposit,ANZ Cash Management,"50,000.00  ",,"50,001.86  "
16/03/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ",1.86  
20/03/2017,Journal Entry,126,,Deposit,ANZ Cash Management,"50,000.00  ",,"50,001.86  "
22/03/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ",1.86  
31/03/2017,Journal Entry,127,,Deposit,ANZ Cash Management,"5,000.00  ",,"5,001.86  "
03/04/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,500.00  ","2,501.86  "
03/04/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,500.00  ",1.86  
07/04/2017,Journal Entry,129,,Deposit,ANZ Cash Management,0.47  ,,2.33  
08/04/2017,Cheque Expense,50,ANZ Bank,,ANZ Cash Management,,2.50  ,-0.17  
10/04/2017,Journal Entry,130,,Deposit,ANZ Cash Management,10.00  ,,9.83  
10/04/2017,Cheque Expense,,ASIC,,ANZ Cash Management,,249.00  ,-239.17  
10/04/2017,Journal Entry,131,,Deposit,ANZ Cash Management,250.00  ,,10.83  
22/04/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"2,000.00  ",,"2,010.83  "
22/04/2017,Journal Entry,132,,Deposit,ANZ Cash Management,740.00  ,,"2,750.83  "
22/04/2017,Journal Entry,128,,Deposit,ANZ Cash Management,750.00  ,,"3,500.83  "
24/04/2017,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,743.00  ,"2,757.83  "
24/04/2017,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,743.00  ,"2,014.83  "
25/04/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,500.00  ",514.83  
26/04/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,500.00  ,14.83  
03/05/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"3,000.00  ",,"3,014.83  "
05/05/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ",14.83  
05/05/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"25,000.00  ","-24,985.17  "
05/05/2017,Cheque Expense,,ING Direct,,ANZ Cash Management,"25,000.00  ",,14.83  
08/05/2017,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,0.40  ,14.43  
08/05/2017,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,0.40  ,14.03  
08/05/2017,Cheque Expense,51,ANZ Bank,,ANZ Cash Management,,2.50  ,11.53  
08/05/2017,Journal Entry,138,,Deposit,ANZ Cash Management,0.02  ,,11.55  
29/05/2017,Cheque Expense,,ING Direct,,ANZ Cash Management,"3,000.00  ",,"3,011.55  "
30/05/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"3,000.00  ",11.55  
08/06/2017,Cheque Expense,52,ANZ Bank,,ANZ Cash Management,,2.50  ,9.05  
08/06/2017,Journal Entry,139,,Deposit,ANZ Cash Management,0.01  ,,9.06  
14/06/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"3,000.00  ",,"3,009.06  "
15/06/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,500.00  ","1,509.06  "
15/06/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,500.00  ",9.06  
28/06/2017,Journal Entry,140,,Deposit,ANZ Cash Management,213.30  ,,222.36  
03/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,397.17  ","-2,174.81  "
03/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ","-52,174.81  "
03/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"55,000.00  ",,"2,825.19  "
07/07/2017,Journal Entry,144,,Deposit,ANZ Cash Management,0.19  ,,"2,825.38  "
08/07/2017,Cheque Expense,53,ANZ Bank,,ANZ Cash Management,,2.50  ,"2,822.88  "
13/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,000.00  ",822.88  
13/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,800.00  ,22.88  
21/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"15,000.00  ","-14,977.12  "
21/07/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"15,000.00  ",,22.88  
02/08/2017,Journal Entry,145,,Deposit,ANZ Cash Management,650.00  ,,672.88  
02/08/2017,Cheque Expense,,Australian Taxation Office,Instalment payment,ANZ Cash Management,,638.00  ,34.88  
08/08/2017,Journal Entry,149,,Deposit,ANZ Cash Management,0.04  ,,34.92  
08/08/2017,Cheque Expense,54,ANZ Bank,,ANZ Cash Management,,2.50  ,32.42  
10/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"10,000.00  ","-9,967.58  "
10/08/2017,Journal Entry,150,,Deposit,ANZ Cash Management,"4,000.00  ",,"-5,967.58  "
10/08/2017,Journal Entry,151,,Deposit,ANZ Cash Management,"10,000.00  ",,"4,032.42  "
11/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"4,000.00  ",32.42  
14/08/2017,Journal Entry,152,,Deposit,ANZ Cash Management,"50,000.00  ",,"50,032.42  "
15/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"19,000.00  ","31,032.42  "
15/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"25,000.00  ","6,032.42  "
18/08/2017,Journal Entry,153,,Deposit,ANZ Cash Management,"27,000.00  ",,"33,032.42  "
18/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"25,000.00  ","8,032.42  "
18/08/2017,Journal Entry,154,,Deposit,ANZ Cash Management,"19,000.00  ",,"27,032.42  "
21/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"27,000.00  ",32.42  
23/08/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"70,053.44  ","-70,021.02  "
24/08/2017,Journal Entry,155,,Deposit,ANZ Cash Management,"70,100.00  ",,78.98  
07/09/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,"25,000.00  ",,"25,078.98  "
07/09/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"23,701.24  ","1,377.74  "
08/09/2017,Cheque Expense,55,ANZ Bank,,ANZ Cash Management,,2.50  ,"1,375.24  "
08/09/2017,Journal Entry,177,,Deposit,ANZ Cash Management,0.62  ,,"1,375.86  "
08/09/2017,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,0.60  ,"1,375.26  "
14/09/2017,Journal Entry,163,,,ANZ Cash Management,,"1,300.00  ",75.26  
15/09/2017,Journal Entry,178,,Deposit,ANZ Cash Management,488.40  ,,563.66  
20/09/2017,Journal Entry,179,,Deposit,ANZ Cash Management,453.08  ,,"1,016.74  "
25/09/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,000.00  ",16.74  
02/10/2017,Journal Entry,180,,Deposit,ANZ Cash Management,466.52  ,,483.26  
08/10/2017,Cheque Expense,56,ANZ Bank,,ANZ Cash Management,,2.50  ,480.76  
09/10/2017,Journal Entry,181,,Deposit,ANZ Cash Management,479.88  ,,960.64  
10/10/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,950.00  ,10.64  
11/10/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,10.00  ,0.64  
11/10/2017,Journal Entry,182,,Deposit,ANZ Cash Management,"2,250.00  ",,"2,250.64  "
12/10/2017,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,250.00  ",0.64  
08/11/2017,Cheque Expense,57,ANZ Bank,,ANZ Cash Management,,2.50  ,-1.86  
13/11/2017,Journal Entry,183,,Deposit,ANZ Cash Management,10.00  ,,8.14  
04/12/2017,Journal Entry,184,,Deposit,ANZ Cash Management,730.00  ,,738.14  
04/12/2017,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,724.00  ,14.14  
08/12/2017,Cheque Expense,58,ANZ Bank,,ANZ Cash Management,,2.50  ,11.64  
15/12/2017,Journal Entry,185,,Deposit,ANZ Cash Management,483.08  ,,494.72  
20/12/2017,Journal Entry,186,,Deposit,ANZ Cash Management,447.48  ,,942.20  
22/12/2017,Journal Entry,168,,,ANZ Cash Management,,900.00  ,42.20  
02/01/2018,Journal Entry,187,,Deposit,ANZ Cash Management,461.44  ,,503.64  
02/01/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,500.00  ,3.64  
08/01/2018,Journal Entry,188,,Deposit,ANZ Cash Management,463.88  ,,467.52  
08/01/2018,Cheque Expense,59,ANZ Bank,,ANZ Cash Management,,2.50  ,465.02  
08/01/2018,Journal Entry,170,,,ANZ Cash Management,,460.00  ,5.02  
17/01/2018,Journal Entry,189,,Deposit,ANZ Cash Management,"1,443.20  ",,"1,448.22  "
17/01/2018,Journal Entry,172,,,ANZ Cash Management,,"1,440.00  ",8.22  
08/02/2018,Cheque Expense,60,ANZ Bank,,ANZ Cash Management,,2.50  ,5.72  
08/03/2018,Cheque Expense,61,ANZ Bank,,ANZ Cash Management,,2.50  ,3.22  
15/03/2018,Journal Entry,190,,Deposit,ANZ Cash Management,481.20  ,,484.42  
19/03/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,480.00  ,4.42  
20/03/2018,Journal Entry,191,,Deposit,ANZ Cash Management,448.44  ,,452.86  
22/03/2018,Journal Entry,192,,Deposit,ANZ Cash Management,"6,000.00  ",,"6,452.86  "
22/03/2018,Journal Entry,175,,,ANZ Cash Management,,450.00  ,"6,002.86  "
22/03/2018,Journal Entry,194,,Deposit,ANZ Cash Management,"9,000.00  ",,"15,002.86  "
22/03/2018,Journal Entry,193,,Deposit,ANZ Cash Management,400.00  ,,"15,402.86  "
26/03/2018,Journal Entry,176,,,ANZ Cash Management,,"41,100.00  ","-25,697.14  "
26/03/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,450.00  ,,"-25,247.14  "
26/03/2018,Journal Entry,195,,Deposit,ANZ Cash Management,"41,072.29  ",,"15,825.15  "
26/03/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"15,783.77  ",41.38  
03/04/2018,Journal Entry,198,,Deposit,ANZ Cash Management,461.88  ,,503.26  
06/04/2018,Journal Entry,196,,Deposit,ANZ Cash Management,0.17  ,,503.43  
08/04/2018,Cheque Expense,62,ANZ Bank,,ANZ Cash Management,,2.50  ,500.93  
09/04/2018,Journal Entry,197,,Deposit,ANZ Cash Management,471.56  ,,972.49  
09/04/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,970.00  ,2.49  
28/04/2018,Journal Entry,200,,Deposit,ANZ Cash Management,250.00  ,,252.49  
28/04/2018,Cheque Expense,,ASIC,,ANZ Cash Management,,254.00  ,-1.51  
28/04/2018,Journal Entry,89,,Deposit,ANZ Cash Management,730.00  ,,728.49  
28/04/2018,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,724.00  ,4.49  
08/05/2018,Cheque Expense,63,ANZ Bank,,ANZ Cash Management,,2.50  ,1.99  
08/06/2018,Cheque Expense,64,ANZ Bank,,ANZ Cash Management,,2.50  ,-0.51  
15/06/2018,Journal Entry,91,,,ANZ Cash Management,694.32  ,,693.81  
20/06/2018,Journal Entry,94,,ANZPG Franked Diviidend,ANZ Cash Management,470.40  ,,"1,164.21  "
21/06/2018,Journal Entry,105,,Deposit,ANZ Cash Management,"14,300.00  ",,"15,464.21  "
22/06/2018,Journal Entry,90,,Deposit,ANZ Cash Management,"18,500.00  ",,"33,964.21  "
27/06/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"33,900.00  ",64.21  
28/06/2018,Journal Entry,95,,Deposit,ANZ Cash Management,"31,500.00  ",,"31,564.21  "
29/06/2018,Journal Entry,91,,Deposit,ANZ Cash Management,0.82  ,,"31,565.03  "
29/06/2018,Journal Entry,94,,,ANZ Cash Management,,"31,347.88  ",217.15  
04/07/2018,Journal Entry,108,,Deposit,ANZ Cash Management,"31,600.00  ",,"31,817.15  "
06/07/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"31,642.78  ",174.37  
09/07/2018,Journal Entry,99,,,ANZ Cash Management,488.32  ,,662.69  
19/07/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,650.00  ,12.69  
23/07/2018,Cheque Expense,,Australian Taxation Office,,ANZ Cash Management,,31.00  ,-18.31  
23/07/2018,Journal Entry,109,,Deposit,ANZ Cash Management,50.00  ,,31.69  
24/07/2018,Journal Entry,97,,Deposit,ANZ Cash Management,"32,000.00  ",,"32,031.69  "
24/07/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"31,597.62  ",434.07  
31/07/2018,Journal Entry,110,,Deposit,ANZ Cash Management,0.40  ,,434.47  
01/08/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,420.00  ,14.47  
17/09/2018,Journal Entry,97,,,ANZ Cash Management,"1,088.68  ",,"1,103.15  "
20/09/2018,Journal Entry,95,,,ANZ Cash Management,479.40  ,,"1,582.55  "
01/10/2018,Journal Entry,101,,,ANZ Cash Management,741.06  ,,"2,323.61  "
03/10/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,000.00  ","1,323.61  "
08/10/2018,Journal Entry,96,,,ANZ Cash Management,489.40  ,,"1,813.01  "
09/10/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,800.00  ",13.01  
14/12/2018,Journal Entry,111,,Deposit,ANZ Cash Management,"35,000.00  ",,"35,013.01  "
17/12/2018,Journal Entry,102,,,ANZ Cash Management,"1,056.72  ",,"36,069.73  "
18/12/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"4,650.00  ","31,419.73  "
18/12/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"31,368.93  ",50.80  
20/12/2018,Journal Entry,103,,,ANZ Cash Management,462.12  ,,512.92  
21/12/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,500.00  ,12.92  
24/12/2018,Journal Entry,104,,Deposit,ANZ Cash Management,"1,479.00  ",,"1,491.92  "
31/12/2018,Journal Entry,105,,Deposit,ANZ Cash Management,0.58  ,,"1,492.50  "
31/12/2018,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,490.00  ",2.50  
31/12/2018,Journal Entry,104,,,ANZ Cash Management,716.22  ,,718.72  
02/01/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,700.00  ,18.72  
07/01/2019,Journal Entry,105,,,ANZ Cash Management,660.33  ,,679.05  
09/01/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,670.00  ,9.05  
26/02/2019,Journal Entry,103,,Deposit,ANZ Cash Management,"50,000.00  ",,"50,009.05  "
26/02/2019,Cheque Expense,,NAB Hybrid Application,,ANZ Cash Management,,"50,000.00  ",9.05  
27/02/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"50,000.00  ","-49,990.95  "
27/02/2019,Journal Entry,96,,Deposit,ANZ Cash Management,"50,000.00  ",,9.05  
01/03/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"30,000.00  ","-29,990.95  "
01/03/2019,Journal Entry,104,,Deposit,ANZ Cash Management,"30,000.00  ",,9.05  
18/03/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,250.00  ","-1,240.95  "
18/03/2019,Journal Entry,106,,,ANZ Cash Management,"1,246.20  ",,5.25  
20/03/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,470.00  ,-464.75  
20/03/2019,Journal Entry,109,,ANZ Capital Notes 4,ANZ Cash Management,466.88  ,,2.13  
21/03/2019,Journal Entry,108,,,ANZ Cash Management,"16,000.00  ",,"16,002.13  "
22/03/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"21,000.00  ","-4,997.87  "
22/03/2019,Journal Entry,115,,Deposit,ANZ Cash Management,"5,000.00  ",,2.13  
25/03/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"2,000.00  ","-1,997.87  "
25/03/2019,Journal Entry,98,,Deposit,ANZ Cash Management,"2,000.00  ",,2.13  
29/03/2019,Journal Entry,160,,Deposit,ANZ Cash Management,0.06  ,,2.19  
29/03/2019,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,0.60  ,1.59  
29/03/2019,Cheque Expense,,ANZ Bank,,ANZ Cash Management,,3.00  ,-1.41  
01/04/2019,Journal Entry,110,,WBCPG HYBRID,ANZ Cash Management,723.90  ,,722.49  
01/04/2019,Journal Entry,99,,Deposit,ANZ Cash Management,10.00  ,,732.49  
08/04/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,720.00  ,12.49  
08/04/2019,Journal Entry,1,,NABPD HYBRID,ANZ Cash Management,672.87  ,,685.36  
08/04/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,670.00  ,15.36  
06/05/2019,Journal Entry,116,,Deposit,ANZ Cash Management,"60,000.00  ",,"60,015.36  "
06/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"40,000.00  ","20,015.36  "
06/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"20,000.00  ",15.36  
09/05/2019,Journal Entry,117,,Deposit,ANZ Cash Management,"15,000.00  ",,"15,015.36  "
09/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,500.00  ","13,515.36  "
09/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"13,500.00  ",15.36  
13/05/2019,Cheque Expense,,ASIC,,ANZ Cash Management,,263.00  ,-247.64  
13/05/2019,Journal Entry,118,,Deposit,ANZ Cash Management,280.00  ,,32.36  
27/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,,"1,000.00  ",-967.64  
27/05/2019,Cheque Expense,,Transfer Money,,ANZ Cash Management,"1,000.00  ",,32.36  
31/05/2019,Journal Entry,102,,Deposit,ANZ Cash Management,0.17  ,,32.53  
