Date,Transaction Type,No.,Name,Memo/Description,Account,Debit,Credit,Balance
31/12/2020,Expense,,ANZ Bank,"1 EXCESS EFTPOS, PHONE BANKING,         AUTOMATIC TRANSACTIONS - FEE",Bank Service Charges,0.60  ,,253.30  
27/09/2023,Journal Entry,125,,,Bank Service Charges,6.60  ,,259.90  
,,,,,,A$259.90  ,,
,,,,,,,,
,,,,,,,,
02/04/2006,Journal Entry,6,,,Licenses and Permits:ASIC,212.00  ,,212.00  
24/05/2007,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,212.00  ,,424.00  
25/03/2008,Journal Entry,14,,,Licenses and Permits:ASIC,212.00  ,,636.00  
23/05/2009,Journal Entry,23,,,Licenses and Permits:ASIC,212.00  ,,848.00  
23/05/2010,Journal Entry,30,,,Licenses and Permits:ASIC,212.00  ,,"1,060.00  "
24/05/2011,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,218.00  ,,"1,278.00  "
23/06/2012,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,226.50  ,,"1,504.50  "
05/07/2012,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,69.00  ,,"1,573.50  "
23/05/2013,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,230.00  ,,"1,803.50  "
23/05/2014,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,236.00  ,,"2,039.50  "
22/05/2015,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,243.00  ,,"2,282.50  "
10/04/2016,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,246.00  ,,"2,528.50  "
10/04/2017,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,249.00  ,,"2,777.50  "
28/04/2018,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,254.00  ,,"3,031.50  "
13/05/2019,Cheque Expense,,ASIC,,Licenses and Permits:ASIC,263.00  ,,"3,294.50  "
01/04/2020,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {759930},Licenses and Permits:ASIC,267.00  ,,"3,561.50  "
12/04/2021,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {279029},Licenses and Permits:ASIC,273.00  ,,"3,834.50  "
11/05/2022,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {279029},Licenses and Permits:ASIC,276.00  ,,"4,110.50  "
27/03/2023,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {665957},Licenses and Permits:ASIC,290.00  ,,"4,400.50  "
05/04/2024,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {665500},Licenses and Permits:ASIC,310.00  ,,"4,710.50  "
31/03/2025,Expense,,ASIC,ANZ INTERNET BANKING BPAY               ASIC                          {672199},Licenses and Permits:ASIC,321.00  ,,"5,031.50  "
,,,,,,"A$5,031.50  ",   ,
,,,,,,"A$5,031.50  ",,
,,,,,,,,
,,,,,,,,
31/12/2007,Journal Entry,12,,,Miscellaneous:Rounding,,0.20  ,-0.20  
07/05/2016,Journal Entry,64,,,Miscellaneous:Rounding,0.47  ,,0.27  
30/06/2016,Journal Entry,68,,,Miscellaneous:Rounding,,22.35  ,-22.08  
,,,,,,A$0.47  ,A$22.55  ,
,,,,,,A$0.47  ,A$22.55  ,
,,,,,,,,
,,,,,,,,
28/06/2021,Expense,,Cambel Cass (Melbourne),Tax Return 2020,Professional Fees:Accounting,275.00  ,,275.00  
22/06/2022,Expense,,Cambel Cass (Melbourne),Tax Return,Professional Fees:Accounting,291.50  ,,566.50  
22/08/2023,Journal Entry,105,,Payment for 2021/22 tax return,Professional Fees:Accounting,396.00  ,,962.50  
20/09/2024,Expense,,Cambel Cass (Melbourne),Tax Return,Professional Fees:Accounting,291.50  ,,"1,254.00  "
10/07/2025,Expense,,Cambel Cass (Melbourne),Tax Return,Professional Fees:Accounting,302.50  ,,"1,556.50  "
,,,,,,"A$1,556.50  ",   ,
,,,,,,,,
29/11/2019,Journal Entry,35,,Intuit Subscription,Professional Fees:Quickbooks,14.99  ,,14.99  
29/12/2019,Journal Entry,38,,,Professional Fees:Quickbooks,,14.99  ,0.00  
,,,,,,A$14.99  ,A$14.99  ,
,,,,,,"A$1,571.49  ",A$14.99  ,
,,,,,,,,
13/02/2020,Expense,,Intuit,Quickbooks Subscription,Software Expense,14.99  ,,14.99  
16/03/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-68EF5AA-0,Software Expense,14.99  ,,29.98  
14/04/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-6E2BDD3-0,Software Expense,14.99  ,,44.97  
14/05/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-73C6A2C-0,Software Expense,14.99  ,,59.96  
15/06/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-796EF01-0,Software Expense,14.99  ,,74.95  
14/07/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-7F6255B-0,Software Expense,14.99  ,,89.94  
13/08/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-856C4B0-0,Software Expense,14.99  ,,104.93  
14/09/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-8BC6D99-0,Software Expense,14.99  ,,119.92  
14/10/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-924A6F5-0,Software Expense,14.99  ,,134.91  
13/11/2020,Expense,,,PAYMENT                                 TO INTUIT*QUICKBOOK T1-98D966A-0,Software Expense,14.99  ,,149.90  
14/12/2020,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-9FD2201-0,Software Expense,14.99  ,,164.89  
13/01/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-A6CB51A-0,Software Expense,14.99  ,,179.88  
15/02/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-AE2E0CB-0,Software Expense,14.99  ,,194.87  
16/03/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-B59D99B-0,Software Expense,14.99  ,,209.86  
13/04/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-BC61BA5-0,Software Expense,14.99  ,,224.85  
14/05/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-C495901-0,Software Expense,20.00  ,,244.85  
14/06/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-CCBFD58-0,Software Expense,20.00  ,,264.85  
14/07/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-D56A3FC-0,Software Expense,20.00  ,,284.85  
13/08/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-DDD7B28-0,Software Expense,20.00  ,,304.85  
13/09/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-E55DCF9-0,Software Expense,20.00  ,,324.85  
14/10/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-EA8B6CF-0,Software Expense,20.00  ,,344.85  
15/11/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-ED35BF8-0,Software Expense,20.00  ,,364.85  
14/12/2021,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-EFDF043-0,Software Expense,20.00  ,,384.85  
13/01/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-F459F52-0,Software Expense,20.00  ,,404.85  
14/02/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-F73BEF9-0,Software Expense,20.00  ,,424.85  
16/03/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-FA267B5-0,Software Expense,20.00  ,,444.85  
13/04/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-FCC2B03-1,Software Expense,20.00  ,,464.85  
16/05/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-FF7E2B5-1,Software Expense,20.00  ,,484.85  
13/06/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-10221E36-0,Software Expense,20.00  ,,504.85  
14/07/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-10A245B8-1,Software Expense,20.00  ,,524.85  
15/08/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-107816FB-1,Software Expense,20.00  ,,544.85  
16/09/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-10A245B8-1,Software Expense,20.00  ,,564.85  
14/10/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-10A245B8-1,Software Expense,20.00  ,,584.85  
14/11/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-10F842C2-1,Software Expense,20.00  ,,604.85  
14/12/2022,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1122ABF9-0,Software Expense,20.00  ,,624.85  
16/01/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-114E8CDD-0,Software Expense,20.00  ,,644.85  
15/02/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1177EE6A-0,Software Expense,20.00  ,,664.85  
20/02/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-118081D5-0,Software Expense,20.00  ,,684.85  
20/03/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-11B42E88-0,Software Expense,20.00  ,,704.85  
17/04/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-11E11B7C-0,Software Expense,20.00  ,,724.85  
15/05/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-12111A47-0,Software Expense,20.00  ,,744.85  
13/06/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-12407525-1,Software Expense,20.00  ,,764.85  
14/07/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1270CAE4-1,Software Expense,20.00  ,,784.85  
14/08/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-12A0E3E5-0,Software Expense,20.00  ,,804.85  
13/09/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-12D08FC5-0,Software Expense,20.00  ,,824.85  
16/10/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-12FFAAFD-1,Software Expense,20.00  ,,844.85  
13/11/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-132FEAA4-0,Software Expense,25.00  ,,869.85  
14/12/2023,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-13616496-1,Software Expense,25.00  ,,894.85  
15/01/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1392DD6C-0,Software Expense,25.00  ,,919.85  
13/02/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-13CAB83E-0,Software Expense,25.00  ,,944.85  
15/03/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1404529C-0,Software Expense,25.00  ,,969.85  
15/04/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-143C0485-0,Software Expense,25.00  ,,994.85  
14/05/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-14735A98-0,Software Expense,25.00  ,,"1,019.85  "
13/06/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-14A66CF2-1,Software Expense,25.00  ,,"1,044.85  "
15/07/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-14DA2B6E-0,Software Expense,25.00  ,,"1,069.85  "
13/08/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-150CDC4B-1,Software Expense,25.00  ,,"1,094.85  "
13/09/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-153FB072-1,Software Expense,25.00  ,,"1,119.85  "
14/10/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-157266AB-0,Software Expense,25.00  ,,"1,144.85  "
13/11/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-15A5B80F-1,Software Expense,29.00  ,,"1,173.85  "
16/12/2024,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-15D8C762-0,Software Expense,29.00  ,,"1,202.85  "
13/01/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-160C25B9-1,Software Expense,29.00  ,,"1,231.85  "
13/02/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-164919A5-0,Software Expense,29.00  ,,"1,260.85  "
17/03/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-168759DC-1,Software Expense,29.00  ,,"1,289.85  "
14/04/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-16BAAE04-0,Software Expense,29.00  ,,"1,318.85  "
14/05/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-16F150F9-0,Software Expense,29.00  ,,"1,347.85  "
13/06/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-1726EFF2-1,Software Expense,29.00  ,,"1,376.85  "
14/07/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-175D59DA-0,Software Expense,29.00  ,,"1,405.85  "
13/08/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-179412E3-0,Software Expense,29.00  ,,"1,434.85  "
12/09/2025,Expense,,Intuit,PAYMENT                                 TO INTUIT*QUICKBOOK T1-17C94F28-0,Software Expense,286.33  ,,"1,721.18  "
,,,,,,"A$1,721.18  ",,
,,,,,,,,
02/01/2007,Journal Entry,9,,,Interest Income,,14.84  ,14.84  
02/04/2007,Journal Entry,10,,,Interest Income,,53.84  ,68.68  
02/07/2007,Journal Entry,11,,,Interest Income,,32.18  ,100.86  
02/01/2008,Journal Entry,13,,,Interest Income,,42.79  ,143.65  
01/04/2008,Journal Entry,14,,,Interest Income,,62.96  ,206.61  
01/07/2008,Journal Entry,15,,,Interest Income,,68.36  ,274.97  
01/10/2008,Journal Entry,16,,,Interest Income,,69.12  ,344.09  
02/01/2009,Journal Entry,17,,,Interest Income,,46.64  ,390.73  
12/01/2009,Journal Entry,22,,,Interest Income,,4.63  ,395.36  
01/04/2009,Journal Entry,24,,,Interest Income,,21.20  ,416.56  
01/07/2009,Journal Entry,25,,,Interest Income,,11.07  ,427.63  
01/10/2009,Journal Entry,25,,,Interest Income,,10.94  ,438.57  
04/01/2010,Journal Entry,26,,,Interest Income,,17.10  ,455.67  
01/04/2010,Journal Entry,27,,,Interest Income,,20.52  ,476.19  
30/06/2010,Journal Entry,35,,,Interest Income,,1.34  ,477.53  
30/06/2010,Journal Entry,27,,,Interest Income,,"13,267.49  ","13,745.02  "
30/06/2010,Journal Entry,36,,,Interest Income,,0.34  ,"13,745.36  "
01/07/2010,Journal Entry,34,,,Interest Income,,277.97  ,"14,023.33  "
31/07/2010,Journal Entry,39,,,Interest Income,,216.35  ,"14,239.68  "
31/07/2010,Journal Entry,40,,,Interest Income,,54.76  ,"14,294.44  "
18/08/2010,Journal Entry,43,,,Interest Income,,215.78  ,"14,510.22  "
31/08/2010,Journal Entry,47,,,Interest Income,,275.80  ,"14,786.02  "
31/08/2010,Journal Entry,48,,,Interest Income,,70.36  ,"14,856.38  "
08/09/2010,Journal Entry,44,,,Interest Income,,7.48  ,"14,863.86  "
30/09/2010,Journal Entry,51,,,Interest Income,,79.75  ,"14,943.61  "
30/09/2010,Journal Entry,50,,,Interest Income,,312.60  ,"15,256.21  "
08/10/2010,Journal Entry,53,,,Interest Income,,14.52  ,"15,270.73  "
31/10/2010,Journal Entry,68,,,Interest Income,,129.53  ,"15,400.26  "
31/10/2010,Journal Entry,67,,,Interest Income,,507.77  ,"15,908.03  "
08/11/2010,Journal Entry,54,,,Interest Income,,8.99  ,"15,917.02  "
30/11/2010,Journal Entry,63,,,Interest Income,,140.56  ,"16,057.58  "
30/11/2010,Journal Entry,61,,,Interest Income,,555.86  ,"16,613.44  "
08/12/2010,Journal Entry,56,,,Interest Income,,5.14  ,"16,618.58  "
31/12/2010,Journal Entry,64,,,Interest Income,,152.41  ,"16,770.99  "
31/12/2010,Journal Entry,62,,,Interest Income,,629.96  ,"17,400.95  "
07/01/2011,Journal Entry,57,,,Interest Income,,3.98  ,"17,404.93  "
31/01/2011,Journal Entry,65,,,Interest Income,,633.28  ,"18,038.21  "
08/02/2011,Journal Entry,59,,,Interest Income,,4.24  ,"18,042.45  "
28/02/2011,Journal Entry,66,,,Interest Income,,574.42  ,"18,616.87  "
08/03/2011,Journal Entry,60,,,Interest Income,,3.72  ,"18,620.59  "
31/03/2011,Journal Entry,69,,,Interest Income,,638.41  ,"19,259.00  "
08/04/2011,Journal Entry,70,,,Interest Income,,3.95  ,"19,262.95  "
30/04/2011,Journal Entry,72,,,Interest Income,,620.44  ,"19,883.39  "
06/05/2011,Journal Entry,71,,,Interest Income,,3.20  ,"19,886.59  "
31/05/2011,Journal Entry,42,,,Interest Income,,668.41  ,"20,555.00  "
08/06/2011,Journal Entry,43,,,Interest Income,,6.70  ,"20,561.70  "
30/06/2011,Journal Entry,41,,,Interest Income,,"13,807.99  ","34,369.69  "
30/06/2011,Journal Entry,44,,,Interest Income,,872.31  ,"35,242.00  "
08/07/2011,Journal Entry,45,,,Interest Income,,38.99  ,"35,280.99  "
31/07/2011,Journal Entry,48,,,Interest Income,,586.60  ,"35,867.59  "
08/08/2011,Journal Entry,48,,,Interest Income,,2.83  ,"35,870.42  "
31/08/2011,Journal Entry,49,,,Interest Income,,699.36  ,"36,569.78  "
08/09/2011,Journal Entry,49,,,Interest Income,,0.39  ,"36,570.17  "
09/09/2011,Journal Entry,52,,,Interest Income,,114.55  ,"36,684.72  "
30/09/2011,Journal Entry,50,,,Interest Income,,716.80  ,"37,401.52  "
07/10/2011,Journal Entry,56,,,Interest Income,,0.84  ,"37,402.36  "
07/10/2011,Journal Entry,53,,,Interest Income,,113.68  ,"37,516.04  "
31/10/2011,Journal Entry,53,,,Interest Income,,538.25  ,"38,054.29  "
08/11/2011,Journal Entry,46,,,Interest Income,,8.02  ,"38,062.31  "
09/11/2011,Journal Entry,45,,,Interest Income,,98.94  ,"38,161.25  "
30/11/2011,Journal Entry,54,,,Interest Income,,380.08  ,"38,541.33  "
06/12/2011,Journal Entry,52,,,Interest Income,,0.32  ,"38,541.65  "
31/12/2011,Journal Entry,55,,,Interest Income,,279.95  ,"38,821.60  "
06/01/2012,Journal Entry,51,,,Interest Income,,0.31  ,"38,821.91  "
09/01/2012,Journal Entry,59,,,Interest Income,,36.90  ,"38,858.81  "
09/01/2012,Journal Entry,58,,,Interest Income,,102.43  ,"38,961.24  "
31/01/2012,Journal Entry,64,,,Interest Income,,215.31  ,"39,176.55  "
08/02/2012,Journal Entry,60,,,Interest Income,,0.36  ,"39,176.91  "
09/02/2012,Journal Entry,61,,,Interest Income,,34.78  ,"39,211.69  "
29/02/2012,Journal Entry,65,,,Interest Income,,202.19  ,"39,413.88  "
08/03/2012,Journal Entry,62,,,Interest Income,,0.30  ,"39,414.18  "
12/03/2012,Journal Entry,63,,,Interest Income,,568.44  ,"39,982.62  "
31/03/2012,Journal Entry,66,,,Interest Income,,216.91  ,"40,199.53  "
01/04/2012,Journal Entry,68,,,Interest Income,,66.31  ,"40,265.84  "
05/04/2012,Journal Entry,71,,,Interest Income,,0.27  ,"40,266.11  "
05/04/2012,Journal Entry,69,,,Interest Income,,71.91  ,"40,338.02  "
30/04/2012,Journal Entry,56,,,Interest Income,,210.71  ,"40,548.73  "
08/05/2012,Journal Entry,52,,,Interest Income,,0.31  ,"40,549.04  "
09/05/2012,Journal Entry,51,,,Interest Income,,91.73  ,"40,640.77  "
31/05/2012,Journal Entry,57,,,Interest Income,,152.77  ,"40,793.54  "
08/06/2012,Journal Entry,53,,,Interest Income,,0.26  ,"40,793.80  "
08/06/2012,Journal Entry,55,,,Interest Income,,96.39  ,"40,890.19  "
30/06/2012,Journal Entry,49,,,Interest Income,,"11,598.37  ","52,488.56  "
30/06/2012,Journal Entry,58,,,Interest Income,,56.75  ,"52,545.31  "
06/07/2012,Journal Entry,59,,,Interest Income,,0.23  ,"52,545.54  "
09/07/2012,Journal Entry,60,,,Interest Income,,169.30  ,"52,714.84  "
31/07/2012,Journal Entry,72,,,Interest Income,,55.39  ,"52,770.23  "
08/08/2012,Journal Entry,67,,,Interest Income,,0.23  ,"52,770.46  "
09/08/2012,Journal Entry,63,,,Interest Income,,142.51  ,"52,912.97  "
31/08/2012,Journal Entry,73,,,Interest Income,,55.56  ,"52,968.53  "
07/09/2012,Journal Entry,66,,,Interest Income,,176.27  ,"53,144.80  "
07/09/2012,Journal Entry,68,,,Interest Income,,0.18  ,"53,144.98  "
30/09/2012,Journal Entry,71,,,Interest Income,,118.67  ,"53,263.65  "
07/10/2012,Journal Entry,74,,,Interest Income,,"1,353.76  ","54,617.41  "
08/10/2012,Journal Entry,76,,,Interest Income,,4.10  ,"54,621.51  "
09/10/2012,Journal Entry,75,,,Interest Income,,140.56  ,"54,762.07  "
31/10/2012,Journal Entry,60,,,Interest Income,,105.76  ,"54,867.83  "
08/11/2012,Journal Entry,58,,,Interest Income,,0.18  ,"54,868.01  "
09/11/2012,Journal Entry,59,,,Interest Income,,89.93  ,"54,957.94  "
30/11/2012,Journal Entry,63,,,Interest Income,,79.76  ,"55,037.70  "
07/12/2012,Journal Entry,66,,,Interest Income,,100.27  ,"55,137.97  "
07/12/2012,Journal Entry,65,,,Interest Income,,0.16  ,"55,138.13  "
18/12/2012,Journal Entry,62,,,Interest Income,,"1,242.74  ","56,380.87  "
31/12/2012,Journal Entry,64,,,Interest Income,,132.82  ,"56,513.69  "
08/01/2013,Journal Entry,73,,,Interest Income,,0.18  ,"56,513.87  "
09/01/2013,Journal Entry,63,,,Interest Income,,63.26  ,"56,577.13  "
31/01/2013,Journal Entry,70,,,Interest Income,,21.78  ,"56,598.91  "
08/02/2013,Journal Entry,64,,,Interest Income,,16.20  ,"56,615.11  "
28/02/2013,Journal Entry,69,,,Interest Income,,10.48  ,"56,625.59  "
08/03/2013,Journal Entry,65,,,Interest Income,,58.49  ,"56,684.08  "
31/03/2013,Journal Entry,68,,,Interest Income,,11.63  ,"56,695.71  "
